Date,Open,High,Low,Close,Volume
06/02/2023,"353.80","355.83","352.01","354.65","53,372,113"
06/01/2023,"347.73","353.36","346.66","352.01","50,488,602"
05/31/2023,"348.37","350.60","346.51","347.99","65,105,379"
05/30/2023,"352.71","353.93","348.53","349.98","72,652,156"
05/26/2023,"340.76","349.25","340.66","348.40","63,006,953"
05/25/2023,"339.14","341.01","336.67","339.72","66,862,766"
05/24/2023,"331.37","332.91","329.56","331.65","62,891,168"
05/23/2023,"335.89","337.06","333.00","333.36","48,216,660"
05/22/2023,"336.25","338.67","336.24","337.64","43,015,953"
05/19/2023,"337.49","338.21","335.43","336.51","61,554,930"
05/18/2023,"331.52","337.49","331.50","337.27","64,213,473"
05/17/2023,"328.24","331.71","327.04","331.12","47,486,121"
05/16/2023,"326.06","328.90","326.02","327.16","40,019,152"
05/15/2023,"325.51","327.03","323.96","326.79","33,375,559"
05/12/2023,"326.74","327.17","322.94","325.03","48,432,840"
05/11/2023,"325.70","326.75","324.12","326.20","44,278,551"
05/10/2023,"324.12","326.01","321.60","325.14","60,446,621"
05/09/2023,"322.00","322.88","321.32","321.64","31,768,801"
05/08/2023,"322.42","324.04","321.32","323.69","36,465,801"
05/05/2023,"318.47","323.76","316.21","322.89","51,806,102"
05/04/2023,"317.06","318.23","315.12","316.17","50,224,520"
05/03/2023,"319.75","322.47","317.18","317.29","59,882,070"
05/02/2023,"322.12","322.45","317.61","319.38","56,519,406"
05/01/2023,"322.09","323.63","321.09","322.19","41,013,391"
04/28/2023,"320.11","322.65","318.96","322.56","59,712,641"
04/27/2023,"315.70","320.86","315.05","320.35","65,430,391"
04/26/2023,"313.44","314.94","311.34","311.87","55,400,500"
04/25/2023,"314.29","314.97","309.89","309.99","57,121,641"
04/24/2023,"316.38","317.74","313.74","315.95","44,043,059"
04/21/2023,"315.91","317.40","314.10","316.61","59,002,289"
04/20/2023,"315.69","319.27","314.97","316.28","62,462,141"
04/19/2023,"316.41","319.79","316.28","318.71","38,960,129"
04/18/2023,"320.99","321.42","317.64","318.86","46,746,941"
04/17/2023,"318.15","319.20","316.04","318.84","43,007,020"
04/14/2023,"317.59","320.36","315.61","318.57","56,278,281"
04/13/2023,"314.83","319.65","313.63","319.17","54,613,793"
04/12/2023,"317.82","318.42","312.57","313.04","62,813,312"
04/11/2023,"317.83","317.89","315.31","315.83","40,113,594"
04/10/2023,"315.07","317.92","313.25","317.87","45,134,738"
04/06/2023,"314.24","318.55","312.82","318.05","46,916,500"
04/05/2023,"318.10","319.06","314.07","315.92","62,795,711"
04/04/2023,"320.60","321.63","317.83","319.07","45,875,379"
04/03/2023,"318.77","320.42","317.42","320.15","47,126,840"
03/31/2023,"315.91","321.17","315.60","320.93","62,138,102"
03/30/2023,"315.24","316.32","312.81","315.68","58,354,809"
03/29/2023,"310.88","313.35","310.05","312.72","53,274,273"
03/28/2023,"308.17","308.20","304.77","307.12","48,585,922"
03/27/2023,"311.60","312.70","307.89","308.76","50,287,406"
03/24/2023,"309.32","310.99","306.95","310.89","57,245,801"
03/23/2023,"309.92","314.15","307.01","309.75","74,575,984"
03/22/2023,"310.27","315.25","305.95","306.12","75,791,914"
03/21/2023,"307.94","310.80","306.40","310.34","49,757,047"
03/20/2023,"304.26","306.30","302.01","305.97","56,359,488"
03/17/2023,"306.72","309.15","303.37","305.36","89,923,727"
03/16/2023,"298.00","307.18","297.19","306.81","98,556,812"
03/15/2023,"294.71","299.27","293.24","298.93","83,631,539"
03/14/2023,"294.31","297.93","293.45","297.37","73,602,555"
03/13/2023,"286.73","294.47","285.19","290.69","97,123,602"
03/10/2023,"292.83","294.35","287.38","288.55","98,593,562"
03/09/2023,"298.33","300.98","291.83","292.66","71,456,688"
03/08/2023,"296.77","298.43","294.88","297.82","50,876,273"
03/07/2023,"300.07","301.01","295.72","296.34","65,955,758"
03/06/2023,"300.94","304.00","299.82","300.02","56,736,289"
03/03/2023,"295.39","299.92","294.87","299.68","60,511,539"
03/02/2023,"288.66","294.43","288.37","293.61","53,738,559"
03/01/2023,"293.26","293.93","290.20","291.20","58,286,969"
02/28/2023,"293.30","296.12","292.96","293.56","48,243,141"
02/27/2023,"295.07","296.49","293.34","293.94","48,995,008"
02/24/2023,"291.76","292.97","290.05","291.85","74,331,961"
02/23/2023,"297.97","298.13","292.55","296.82","69,294,438"
02/22/2023,"294.62","296.36","292.56","294.25","51,389,238"
02/21/2023,"297.26","298.73","293.89","294.03","46,526,711"
02/17/2023,"301.07","301.93","298.10","301.16","58,230,727"
02/16/2023,"304.38","308.43","303.15","303.30","59,498,633"
02/15/2023,"304.90","309.27","304.20","309.10","43,427,301"
02/14/2023,"302.89","307.72","300.91","306.75","64,079,059"
02/13/2023,"301.13","305.10","299.93","304.50","39,636,719"
02/10/2023,"299.48","301.57","297.25","299.70","50,050,102"
02/09/2023,"308.84","308.99","300.20","301.68","49,137,820"
02/08/2023,"308.54","309.50","303.67","304.37","56,720,859"
02/07/2023,"303.46","311.03","302.32","309.88","67,583,984"
02/06/2023,"303.51","305.91","302.22","303.59","40,802,352"
02/03/2023,"304.94","312.39","304.54","306.18","76,170,797"
02/02/2023,"307.57","313.68","306.73","311.72","83,070,633"
02/01/2023,"294.41","303.43","292.30","300.92","67,562,172"
01/31/2023,"290.31","294.72","290.20","294.62","46,705,113"
01/30/2023,"292.93","294.38","289.89","290.27","49,405,832"
01/27/2023,"292.00","298.26","291.88","296.26","56,441,941"
01/26/2023,"291.22","293.52","288.52","293.34","51,596,340"
01/25/2023,"283.77","288.36","281.18","287.73","50,872,020"
01/24/2023,"287.31","289.55","286.78","288.37","44,875,152"
01/23/2023,"283.54","290.21","282.73","288.96","52,799,910"
01/20/2023,"276.79","283.02","275.71","282.68","60,613,609"
01/19/2023,"276.22","277.38","273.89","275.15","44,150,441"
01/18/2023,"283.11","284.69","277.67","277.88","47,754,551"
01/17/2023,"280.77","282.85","279.58","281.54","36,269,738"
01/13/2023,"276.50","281.22","276.16","280.97","44,802,941"
01/12/2023,"278.12","280.10","273.74","279.05","60,599,953"
01/11/2023,"273.92","277.66","273.12","277.55","44,077,039"
01/10/2023,"269.49","272.94","268.97","272.83","35,247,762"
01/09/2023,"270.83","275.29","269.92","270.54","45,568,680"
01/06/2023,"263.35","269.94","260.34","268.80","54,659,738"
01/05/2023,"264.04","264.21","261.26","261.58","45,396,738"
01/04/2023,"266.64","267.45","262.53","265.74","47,754,859"
01/03/2023,"268.65","270.16","262.13","264.48","42,335,328"
12/30/2022,"263.62","266.41","262.29","266.28","37,858,281"
12/29/2022,"262.96","267.41","262.25","266.44","45,893,566"
12/28/2022,"263.17","265.47","259.73","260.10","47,139,039"
12/27/2022,"266.74","266.85","263.03","263.58","38,009,008"
12/23/2022,"265.47","268.04","263.53","267.36","39,373,578"
12/22/2022,"270.38","270.51","262.46","266.76","60,278,379"
12/21/2022,"270.60","274.78","269.74","273.45","46,394,688"
12/20/2022,"268.56","271.32","266.95","269.54","51,064,199"
12/19/2022,"273.87","273.96","268.49","269.75","44,167,922"
12/16/2022,"276.20","277.77","272.61","274.25","68,300,352"
12/15/2022,"282.33","283.01","275.67","276.89","60,554,121"
12/14/2022,"288.05","291.41","283.19","286.51","64,984,434"
12/13/2022,"296.65","296.88","285.91","288.65","80,667,680"
12/12/2022,"282.22","285.64","281.16","285.58","35,732,520"
12/09/2022,"282.81","285.64","281.59","282.04","47,860,488"
12/08/2022,"281.91","284.84","279.79","283.85","42,594,910"
12/07/2022,"280.47","282.57","278.78","280.53","45,614,246"
12/06/2022,"287.48","287.62","280.26","281.68","53,937,609"
12/05/2022,"290.38","291.68","286.15","287.64","41,482,121"
12/02/2022,"288.54","293.45","288.36","292.55","53,583,168"
12/01/2022,"293.69","295.75","290.88","293.72","51,547,328"
11/30/2022,"280.84","293.47","279.97","293.36","74,718,086"
11/29/2022,"282.94","283.35","279.17","280.57","35,618,879"
11/28/2022,"284.90","286.96","281.76","282.71","38,877,047"
11/25/2022,"287.19","287.91","286.42","286.92","15,498,800"
11/23/2022,"285.97","289.46","285.79","288.82","46,389,969"
11/22/2022,"282.64","286.11","280.46","285.95","41,873,441"
11/21/2022,"283.40","284.58","281.04","281.89","40,083,527"
11/18/2022,"287.89","287.99","282.32","284.82","53,588,633"
11/17/2022,"280.88","286.32","280.72","284.81","55,462,078"
11/16/2022,"287.39","289.48","284.60","285.44","48,859,801"
11/15/2022,"292.21","293.26","285.97","289.39","73,985,367"
11/14/2022,"285.86","289.22","284.44","285.44","55,080,047"
11/11/2022,"282.56","288.64","281.19","287.96","66,961,750"
11/10/2022,"276.01","283.05","273.85","282.75","99,256,688"
11/09/2022,"267.76","268.56","263.03","263.32","64,862,129"
11/08/2022,"269.14","272.85","265.52","269.54","63,213,793"
11/07/2022,"265.75","268.14","263.57","267.59","47,333,832"
11/04/2022,"265.53","266.61","259.08","264.68","78,313,211"
11/03/2022,"263.01","264.50","260.10","260.49","70,038,898"
11/02/2022,"275.08","278.21","265.61","265.68","79,803,133"
11/01/2022,"281.50","282.07","274.74","275.11","45,895,898"
10/31/2022,"278.92","279.76","275.99","277.95","47,741,953"
10/28/2022,"272.23","281.70","272.06","281.22","62,651,312"
10/27/2022,"276.79","278.28","272.34","272.87","57,760,301"
10/26/2022,"278.46","283.98","277.43","277.93","63,898,246"
10/25/2022,"279.41","284.60","277.90","284.21","59,014,488"
10/24/2022,"275.69","279.40","271.97","278.45","63,963,566"
10/21/2022,"267.98","275.97","266.82","275.42","77,897,688"
10/20/2022,"269.58","274.84","267.92","269.11","60,605,500"
10/19/2022,"269.93","273.68","268.07","270.49","53,115,406"
10/18/2022,"276.53","277.21","268.74","271.48","69,781,000"
10/17/2022,"266.84","270.24","266.74","269.35","64,576,449"
10/14/2022,"271.20","271.81","260.14","260.74","77,244,305"
10/13/2022,"255.16","270.17","254.26","268.82","112,894,094"
10/12/2022,"263.40","265.36","261.95","262.66","50,580,180"
10/11/2022,"264.70","267.63","261.03","262.75","66,522,516"
10/10/2022,"269.30","269.70","263.64","266.41","60,392,992"
10/07/2022,"275.02","275.15","267.74","269.10","71,354,672"
10/06/2022,"280.96","284.18","279.43","279.76","53,489,406"
10/05/2022,"278.28","283.81","275.42","281.98","55,766,320"
10/04/2022,"278.99","282.85","278.99","282.13","66,696,930"
10/03/2022,"269.07","275.16","267.53","273.53","61,267,449"
09/30/2022,"271.03","275.19","267.10","267.26","78,482,383"
09/29/2022,"275.86","276.25","268.84","271.87","81,215,961"
09/28/2022,"274.46","281.25","272.95","279.94","79,652,141"
09/27/2022,"277.81","280.21","272.11","274.48","69,780,117"
09/26/2022,"275.03","279.49","273.56","274.37","71,176,688"
09/23/2022,"277.55","277.85","272.02","275.51","74,815,195"
09/22/2022,"282.00","283.03","278.82","280.07","62,757,070"
09/21/2022,"289.59","293.95","283.42","283.56","82,930,961"
09/20/2022,"288.49","291.07","286.38","288.73","51,271,121"
09/19/2022,"286.10","291.21","286.04","291.05","52,613,832"
09/16/2022,"287.72","289.72","285.62","289.32","79,920,391"
09/15/2022,"294.07","296.53","289.46","291.10","65,299,406"
09/14/2022,"294.87","296.93","293.06","296.03","54,907,199"
09/13/2022,"301.80","303.02","292.79","293.70","79,562,172"
09/12/2022,"308.50","311.08","308.18","310.74","45,905,738"
09/09/2022,"302.83","307.60","300.52","307.09","56,125,219"
09/08/2022,"296.85","301.87","295.45","300.52","55,649,820"
09/07/2022,"293.54","299.99","293.27","298.97","49,260,379"
09/06/2022,"295.66","296.60","290.87","293.05","57,005,441"
09/02/2022,"302.34","303.75","293.52","295.17","64,666,840"
09/01/2022,"296.72","299.78","292.95","299.40","57,990,754"
08/31/2022,"303.99","304.91","299.16","299.27","50,044,039"
08/30/2022,"306.10","306.73","298.44","301.02","51,184,500"
08/29/2022,"304.62","307.22","303.28","304.41","48,321,848"
08/26/2022,"320.28","321.51","307.35","307.44","69,047,742"
08/25/2022,"316.83","320.60","315.76","320.58","38,098,262"
08/24/2022,"313.61","316.87","312.99","315.01","38,057,059"
08/23/2022,"314.12","317.00","313.33","314.10","39,497,070"
08/22/2022,"318.50","318.74","313.53","314.36","51,098,887"
08/19/2022,"326.17","326.84","322.08","322.86","51,770,566"
08/18/2022,"328.44","330.49","326.79","329.28","41,937,168"
08/17/2022,"329.07","331.43","326.36","328.49","47,842,160"
08/16/2022,"332.06","334.42","329.16","332.28","41,186,859"
08/15/2022,"329.42","333.57","329.40","333.06","38,266,609"
08/12/2022,"326.18","330.59","325.10","330.39","40,928,379"
08/11/2022,"328.31","330.36","323.36","324.08","45,897,648"
08/10/2022,"324.59","326.23","322.06","325.93","51,459,559"
08/09/2022,"318.77","319.03","315.42","317.08","39,764,219"
08/08/2022,"322.69","326.47","319.21","320.71","44,066,301"
08/05/2022,"319.19","323.83","318.39","321.75","53,893,969"
08/04/2022,"322.97","324.72","320.77","324.40","38,973,660"
08/03/2022,"316.05","323.73","315.99","322.89","53,735,727"
08/02/2022,"312.92","318.55","311.84","314.33","48,676,500"
08/01/2022,"313.65","318.81","312.53","315.27","46,358,832"
07/29/2022,"311.39","316.39","309.93","315.46","57,501,039"
07/28/2022,"306.59","310.40","302.75","309.81","55,139,941"
07/27/2022,"299.04","308.54","298.46","306.81","69,304,359"
07/26/2022,"298.53","298.79","293.54","294.37","50,074,121"
07/25/2022,"302.02","302.50","298.22","300.27","40,582,379"
07/22/2022,"306.43","308.55","300.12","301.99","57,127,719"
07/21/2022,"303.50","307.44","300.78","307.38","55,049,359"
07/20/2022,"298.73","304.24","297.93","303.03","67,769,430"
07/19/2022,"293.11","298.60","291.47","298.30","55,172,641"
07/18/2022,"294.72","296.16","288.20","289.40","59,519,578"
07/15/2022,"289.73","291.98","288.08","291.87","63,818,152"
07/14/2022,"282.99","287.56","279.80","286.67","63,741,840"
07/13/2022,"280.60","288.05","280.02","285.65","73,939,422"
07/12/2022,"290.32","292.28","284.61","286.24","55,797,090"
07/11/2022,"292.88","293.11","288.14","289.04","55,273,922"
07/08/2022,"292.08","296.75","291.12","295.35","59,895,480"
07/07/2022,"289.63","295.70","289.63","294.98","56,620,113"
07/06/2022,"287.35","290.95","285.59","288.80","63,194,719"
07/05/2022,"278.31","287.08","276.75","286.96","61,829,273"
07/01/2022,"278.95","282.53","277.03","282.13","56,675,113"
06/30/2022,"280.75","283.94","275.78","280.28","79,313,586"
06/29/2022,"283.40","285.34","280.84","283.80","57,302,727"
06/28/2022,"293.00","295.65","283.35","283.54","61,867,059"
06/27/2022,"296.00","296.58","291.29","292.45","54,151,449"
06/24/2022,"287.74","295.04","287.50","294.61","58,422,262"
06/23/2022,"283.21","285.72","280.31","284.85","57,457,801"
06/22/2022,"278.52","285.18","277.91","280.67","67,472,922"
06/21/2022,"278.75","283.45","278.64","281.08","51,633,738"
06/17/2022,"272.18","277.19","270.51","274.69","82,703,398"
06/16/2022,"275.59","276.06","269.28","271.39","81,910,305"
06/15/2022,"279.42","286.83","276.61","282.80","86,051,430"
06/14/2022,"277.66","278.66","273.34","275.91","64,697,520"
06/13/2022,"279.75","282.34","274.53","275.41","94,442,008"
06/10/2022,"293.65","294.87","288.38","288.84","85,963,453"
06/09/2022,"305.91","309.05","299.23","299.40","55,900,480"
06/08/2022,"309.05","311.72","306.77","307.64","38,342,059"
06/07/2022,"303.81","310.67","302.69","309.87","44,900,289"
06/06/2022,"310.75","312.35","305.62","307.22","51,785,008"
06/03/2022,"309.03","310.47","304.92","306.20","60,914,680"
06/02/2022,"304.85","314.56","303.40","314.38","59,291,328"
06/01/2022,"310.47","312.65","303.73","306.00","65,341,648"
05/31/2022,"309.07","311.33","304.33","308.28","60,968,328"
05/27/2022,"302.54","309.25","302.42","309.10","66,985,602"
05/26/2022,"290.44","300.92","290.15","299.33","59,462,230"
05/25/2022,"285.71","293.39","285.50","291.26","67,144,555"
05/24/2022,"288.13","288.86","282.25","287.24","73,491,117"
05/23/2022,"289.75","293.87","287.29","293.48","63,648,398"
05/20/2022,"293.13","293.80","280.21","288.68","91,764,172"
05/19/2022,"289.29","294.39","287.58","289.58","79,920,711"
05/18/2022,"301.54","302.25","289.85","291.14","79,477,109"
05/17/2022,"304.45","306.56","300.55","306.17","62,715,289"
05/16/2022,"300.15","302.26","297.13","298.44","59,190,434"
05/13/2022,"295.72","303.00","294.08","301.94","83,684,930"
05/12/2022,"287.45","295.75","284.94","291.15","120,910,898"
05/11/2022,"298.44","304.09","290.95","291.84","140,326,094"
05/10/2022,"304.51","305.76","296.57","300.76","124,124,602"
05/09/2022,"303.48","309.35","295.72","297.15","113,387,297"
05/06/2022,"310.95","315.09","305.11","309.25","139,572,797"
05/05/2022,"325.17","325.25","309.62","313.00","154,607,391"
05/04/2022,"319.31","330.29","313.89","329.60","116,083,398"
05/03/2022,"318.50","321.17","315.98","318.82","78,185,531"
05/02/2022,"312.83","318.72","309.65","318.48","115,511,797"
04/29/2022,"323.70","327.23","312.60","313.25","91,977,859"
04/28/2022,"321.85","329.89","317.52","328.01","99,449,961"
04/27/2022,"317.24","322.88","315.00","316.76","111,204,203"
04/26/2022,"327.47","327.66","316.86","317.14","105,819,602"
04/25/2022,"323.73","329.90","322.43","329.58","101,755,906"
04/22/2022,"334.31","335.56","324.96","325.40","82,562,148"
04/21/2022,"345.19","347.87","333.20","334.15","75,801,008"
04/20/2022,"347.09","347.56","339.96","341.21","65,500,020"
04/19/2022,"338.03","346.85","336.98","346.26","56,515,680"
04/18/2022,"337.35","341.04","335.79","338.69","58,560,559"
04/14/2022,"346.44","346.97","338.21","338.43","73,519,367"
04/13/2022,"339.80","347.43","339.06","346.35","61,367,762"
04/12/2022,"345.76","347.69","338.04","339.45","72,790,227"
04/11/2022,"344.81","345.75","340.54","340.89","66,107,398"
04/08/2022,"352.32","353.09","348.50","349.15","61,956,090"
04/07/2022,"352.24","356.35","348.69","354.10","63,777,367"
04/06/2022,"355.65","356.78","350.56","353.26","90,077,070"
04/05/2022,"367.81","368.54","359.93","361.10","62,738,660"
04/04/2022,"362.71","369.31","362.44","369.30","45,950,168"
04/01/2022,"362.81","363.61","358.59","361.85","54,527,762"
03/31/2022,"367.24","367.60","361.68","362.54","67,011,406"
03/30/2022,"369.28","370.98","365.57","367.09","68,757,711"
03/29/2022,"368.90","371.83","366.06","371.19","68,072,961"
03/28/2022,"359.34","365.01","358.07","364.91","56,833,871"
03/25/2022,"359.59","360.67","354.94","359.35","57,584,160"
03/24/2022,"353.80","359.70","351.59","359.65","53,555,246"
03/23/2022,"354.01","357.66","351.77","351.83","70,615,453"
03/22/2022,"350.59","357.85","350.20","356.96","63,345,930"
03/21/2022,"350.20","352.48","345.58","350.08","73,799,070"
03/18/2022,"342.74","351.79","341.55","351.49","85,446,352"
03/17/2022,"338.37","344.50","337.04","344.44","67,809,953"
03/16/2022,"332.17","340.44","328.40","340.32","105,243,000"
03/15/2022,"320.88","328.95","319.23","328.15","76,470,992"
03/14/2022,"323.13","326.59","317.45","318.17","79,802,609"
03/11/2022,"334.32","334.64","323.90","324.40","66,228,430"
03/10/2022,"330.82","332.51","326.71","331.27","69,362,711"
03/09/2022,"331.75","336.38","329.09","334.99","64,723,367"
03/08/2022,"324.05","333.21","319.94","323.35","116,153,906"
03/07/2022,"337.29","338.48","324.65","324.86","89,933,789"
03/04/2022,"339.84","341.31","334.92","337.30","77,009,758"
03/03/2022,"349.93","350.04","340.35","342.26","71,089,391"
03/02/2022,"343.08","348.59","340.24","347.22","70,609,023"
03/01/2022,"345.75","348.08","338.90","341.49","67,407,000"
02/28/2022,"342.51","348.54","341.32","346.80","77,515,539"
02/25/2022,"341.31","345.98","337.39","345.77","78,842,086"
02/24/2022,"318.84","341.04","318.26","340.49","130,614,094"
02/23/2022,"341.32","342.18","329.10","329.42","86,215,367"
02/22/2022,"338.49","344.04","334.35","338.08","85,967,102"
02/18/2022,"346.41","346.81","339.14","341.51","80,001,516"
02/17/2022,"352.74","353.46","345.02","345.45","61,801,352"
02/16/2022,"353.82","357.09","350.71","356.04","58,947,090"
02/15/2022,"352.91","356.37","351.82","356.13","55,390,809"
02/14/2022,"346.49","350.98","343.89","347.49","80,254,438"
02/11/2022,"358.43","360.07","345.80","347.06","101,569,102"
02/10/2022,"359.52","366.49","356.54","358.43","112,468,492"
02/09/2022,"363.76","366.81","362.12","366.73","55,766,422"
02/08/2022,"353.96","360.24","352.80","359.12","64,720,898"
02/07/2022,"358.62","361.05","353.84","355.13","58,198,090"
02/04/2022,"354.08","361.40","351.97","358.01","86,318,305"
02/03/2022,"358.53","361.93","352.46","353.55","95,384,766"
02/02/2022,"369.76","370.10","364.29","368.49","78,777,133"
02/01/2022,"364.43","366.19","359.14","365.52","74,433,023"
01/31/2022,"353.20","363.65","351.52","363.05","94,326,391"
01/28/2022,"343.03","352.02","337.95","351.80","108,167,906"
01/27/2022,"349.40","351.27","340.05","341.10","95,255,664"
01/26/2022,"352.91","356.88","340.78","344.57","146,559,500"
01/25/2022,"346.67","351.03","341.68","345.11","124,398,398"
01/24/2022,"345.91","353.98","334.15","353.30","199,448,094"
01/21/2022,"359.47","362.18","351.40","351.69","143,388,891"
01/20/2022,"369.79","373.87","361.17","361.72","88,610,680"
01/19/2022,"372.15","374.69","366.21","366.48","81,791,477"
01/18/2022,"374.04","376.22","369.77","370.55","75,812,305"
01/14/2022,"375.07","380.35","374.86","380.01","80,121,211"
01/13/2022,"388.77","389.47","376.70","377.66","77,993,961"
01/12/2022,"388.46","390.20","385.01","387.35","54,576,367"
01/11/2022,"379.36","385.99","377.22","385.82","68,295,695"
01/10/2022,"374.82","380.64","369.31","380.11","91,770,492"
01/07/2022,"384.03","385.76","378.04","379.86","72,652,305"
01/06/2022,"382.42","387.35","380.13","384.02","70,814,320"
01/05/2022,"394.74","395.89","384.03","384.29","75,739,852"
01/04/2022,"402.24","402.28","393.29","396.47","58,027,207"
01/03/2022,"399.05","401.94","396.88","401.68","40,575,848"
12/31/2021,"399.66","401.06","397.34","397.85","34,752,879"
12/30/2021,"401.33","403.57","399.75","400.35","23,850,070"
12/29/2021,"401.75","403.05","399.11","401.55","32,248,480"
12/28/2021,"404.40","404.58","400.71","401.61","33,113,730"
12/27/2021,"398.25","403.48","398.22","403.48","32,820,711"
12/23/2021,"394.31","398.43","394.14","396.92","29,595,539"
12/22/2021,"388.91","394.16","388.23","393.95","37,042,199"
12/21/2021,"384.05","389.53","380.20","389.21","48,899,480"
12/20/2021,"379.57","381.50","377.47","380.69","65,336,832"
12/17/2021,"383.33","389.19","381.77","384.91","81,642,852"
12/16/2021,"398.04","398.48","385.21","386.84","82,591,367"
12/15/2021,"387.94","397.42","383.88","397.05","73,858,031"
12/14/2021,"387.30","390.09","383.63","388.20","75,199,188"
12/13/2021,"398.00","398.33","391.88","392.26","50,166,406"
12/10/2021,"396.62","398.28","393.36","398.01","52,545,770"
12/09/2021,"398.35","400.20","393.53","393.73","49,973,711"
12/08/2021,"398.17","399.82","396.22","399.61","39,204,039"
12/07/2021,"393.03","398.46","392.99","397.83","56,005,262"
12/06/2021,"383.63","387.60","379.30","386.20","67,588,797"
12/03/2021,"391.31","392.34","378.90","383.13","105,349,102"
12/02/2021,"385.80","391.74","384.34","389.91","84,416,625"
12/01/2021,"398.28","400.48","386.64","387.12","78,379,250"
11/30/2021,"398.78","401.19","391.75","393.82","81,332,688"
11/29/2021,"395.89","400.73","395.14","399.69","54,447,113"
11/26/2021,"396.11","397.54","389.77","391.20","51,533,312"
11/24/2021,"394.93","399.05","392.54","398.76","46,954,379"
11/23/2021,"398.11","400.23","392.92","397.48","70,098,734"
11/22/2021,"405.57","408.71","399.19","399.30","61,715,367"
11/19/2021,"403.43","405.30","402.58","403.99","45,191,719"
11/18/2021,"399.73","402.27","397.45","401.75","45,721,520"
11/17/2021,"397.75","399.72","396.64","397.63","28,703,260"
11/16/2021,"393.86","397.93","393.66","397.42","27,872,939"
11/15/2021,"395.91","396.24","392.10","394.61","33,716,859"
11/12/2021,"391.77","395.25","390.13","394.70","34,730,559"
11/11/2021,"392.57","392.75","390.24","390.59","32,242,980"
11/10/2021,"392.47","395.36","387.53","389.51","54,937,391"
