Date,Open,High,Low,Close,Volume
10/25/2022,"93.58","95.63","93.54","94.95","13,488,890"
10/24/2022,"92.90","93.85","91.12","93.47","9,834,686"
10/21/2022,"89.67","93.32","89.28","93.18","12,884,058"
10/20/2022,"90.10","92.70","89.53","90.07","10,876,984"
10/19/2022,"88.19","90.17","87.78","89.36","8,535,872"
10/18/2022,"91.24","91.84","87.28","88.65","9,798,466"
10/17/2022,"88.85","89.74","87.91","88.63","8,269,638"
10/14/2022,"91.30","91.52","86.40","86.58","9,984,966"
10/13/2022,"84.37","92.10","83.49","90.43","21,406,360"
10/12/2022,"88.29","88.79","87.35","87.75","7,606,072"
10/11/2022,"89.45","90.04","87.09","88.28","16,052,568"
10/10/2022,"94.14","94.20","90.05","91.15","13,134,618"
10/07/2022,"97.33","97.61","93.91","94.30","12,253,506"
10/06/2022,"100.67","102.36","99.98","100.28","8,594,750"
10/05/2022,"98.52","101.73","97.66","100.97","6,730,948"
10/04/2022,"98.82","100.31","98.50","99.98","10,874,206"
10/03/2022,"93.64","96.83","93.06","95.88","8,538,904"
09/30/2022,"92.83","95.31","92.56","92.56","6,782,542"
09/29/2022,"95.19","95.44","92.70","93.95","10,499,980"
09/28/2022,"94.86","97.44","94.51","97.01","9,941,320"
09/27/2022,"96.55","97.36","94.45","95.79","8,243,828"
09/26/2022,"96.20","97.45","94.90","95.07","5,982,778"
09/23/2022,"96.49","96.84","94.74","96.19","8,751,968"
09/22/2022,"99.85","100.05","97.25","97.58","11,633,348"
09/21/2022,"101.47","104.69","100.34","100.36","11,149,350"
09/20/2022,"101.60","102.13","100.58","101.21","5,462,776"
09/19/2022,"100.65","102.91","100.56","102.63","6,698,194"
09/16/2022,"100.50","102.06","99.71","101.96","8,689,942"
09/15/2022,"102.75","103.66","100.79","101.50","9,906,240"
09/14/2022,"103.13","104.01","101.99","103.34","10,439,102"
09/13/2022,"104.91","105.77","101.95","102.23","9,622,090"
09/12/2022,"108.88","109.42","107.66","108.70","7,184,862"
09/09/2022,"107.34","108.74","107.14","108.43","8,128,292"
09/08/2022,"103.39","106.22","102.65","105.81","7,830,374"
09/07/2022,"102.98","105.18","102.25","104.39","7,927,362"
09/06/2022,"103.92","104.51","102.09","102.75","7,472,206"
09/02/2022,"106.27","107.29","103.47","103.91","6,884,594"
09/01/2022,"104.52","105.10","102.08","104.94","13,796,414"
08/31/2022,"108.68","108.88","106.37","107.29","7,843,276"
08/30/2022,"110.38","110.52","106.88","108.02","8,744,918"
08/29/2022,"110.45","111.46","109.16","109.27","9,062,348"
08/26/2022,"117.64","117.80","111.32","111.34","9,142,564"
08/25/2022,"114.27","117.90","114.25","117.89","5,456,772"
08/24/2022,"113.91","114.52","112.86","114.06","4,493,408"
08/23/2022,"113.40","115.54","113.37","114.14","4,517,204"
08/22/2022,"115.20","115.63","112.98","113.40","6,987,538"
08/19/2022,"119.36","119.79","117.10","117.50","6,864,340"
08/18/2022,"119.12","121.70","118.70","120.90","5,241,644"
08/17/2022,"120.15","120.27","117.70","119.24","6,676,082"
08/16/2022,"122.60","122.96","120.53","121.85","4,302,216"
08/15/2022,"121.95","123.53","121.40","123.24","4,506,188"
08/12/2022,"120.00","122.86","119.60","122.69","5,824,954"
08/11/2022,"120.18","122.50","119.06","119.32","8,788,904"
08/10/2022,"117.73","119.41","116.25","119.34","8,435,180"
08/09/2022,"117.13","117.21","113.37","114.70","13,725,920"
08/08/2022,"120.28","121.33","118.03","119.71","8,430,518"
08/05/2022,"120.70","122.77","120.06","121.81","5,279,892"
08/04/2022,"121.29","122.87","120.92","122.65","5,658,702"
08/03/2022,"118.46","121.78","118.21","121.41","7,424,422"
08/02/2022,"117.47","120.36","116.99","118.58","6,815,694"
08/01/2022,"117.50","119.91","116.83","118.82","6,570,186"
07/29/2022,"116.37","118.92","115.77","118.58","6,415,846"
07/28/2022,"116.42","117.79","114.01","117.60","6,426,434"
07/27/2022,"112.75","116.94","112.71","116.18","9,976,694"
07/26/2022,"112.36","112.72","110.65","110.99","4,261,266"
07/25/2022,"112.67","112.95","111.14","112.69","6,005,284"
07/22/2022,"115.62","115.80","112.55","113.39","11,208,960"
07/21/2022,"114.58","116.07","113.14","116.01","8,359,634"
07/20/2022,"111.11","114.49","110.45","114.10","10,183,416"
07/19/2022,"108.41","111.86","108.19","111.47","9,005,174"
07/18/2022,"108.96","109.50","106.06","106.60","8,425,028"
07/15/2022,"106.26","107.43","104.84","107.40","7,738,206"
07/14/2022,"102.28","105.18","100.78","104.75","6,802,552"
07/13/2022,"99.85","103.38","99.70","102.59","7,035,654"
07/12/2022,"102.83","103.43","101.21","101.78","5,470,604"
07/11/2022,"102.72","103.20","101.24","101.82","5,457,748"
07/08/2022,"102.22","104.95","102.00","104.32","5,470,002"
07/07/2022,"101.53","104.20","101.51","103.76","9,013,424"
07/06/2022,"98.49","100.25","97.54","99.18","6,654,768"
07/05/2022,"95.50","98.53","94.97","98.51","14,544,902"
07/01/2022,"100.10","100.42","96.81","98.00","12,926,302"
06/30/2022,"101.54","103.60","100.11","101.87","9,802,102"
06/29/2022,"104.07","104.33","102.02","103.16","7,706,786"
06/28/2022,"108.19","109.41","104.99","105.01","8,944,684"
06/27/2022,"109.09","109.25","106.97","107.72","5,422,520"
06/24/2022,"105.43","108.13","105.03","108.08","12,663,212"
06/23/2022,"104.77","104.89","102.21","103.71","8,493,258"
06/22/2022,"103.70","106.00","103.54","104.25","7,195,554"
06/21/2022,"104.88","107.16","104.87","105.74","10,006,156"
06/17/2022,"102.50","103.60","100.53","102.83","14,288,910"
06/16/2022,"105.08","105.29","100.99","101.99","16,871,542"
06/15/2022,"107.76","110.22","105.93","108.42","11,026,606"
06/14/2022,"106.91","107.37","105.16","106.47","9,095,368"
06/13/2022,"107.87","109.09","105.33","105.69","13,311,062"
06/10/2022,"114.05","115.03","111.71","111.91","11,145,342"
06/09/2022,"118.58","120.36","116.14","116.21","9,877,162"
06/08/2022,"121.37","121.85","118.63","119.39","8,183,892"
06/07/2022,"119.44","122.19","118.58","121.93","5,774,390"
06/06/2022,"122.86","123.73","120.27","120.96","8,430,788"
06/03/2022,"121.82","122.39","120.19","120.86","7,802,130"
06/02/2022,"120.16","124.56","119.72","124.53","8,733,280"
06/01/2022,"122.86","123.48","118.81","120.28","9,778,766"
05/31/2022,"122.56","123.30","120.37","122.29","10,122,268"
05/27/2022,"120.05","123.00","119.97","122.80","9,288,342"
05/26/2022,"113.19","118.57","112.74","118.12","8,707,526"
05/25/2022,"111.49","115.12","111.33","114.30","10,999,462"
05/24/2022,"113.11","113.50","110.92","111.97","12,751,574"
05/23/2022,"113.65","115.30","112.82","115.00","8,604,182"
05/20/2022,"116.02","116.26","109.38","114.09","18,009,754"
05/19/2022,"113.24","116.76","112.94","114.03","13,706,536"
05/18/2022,"117.75","119.18","113.48","114.00","10,887,638"
05/17/2022,"117.38","119.98","116.83","119.72","10,557,080"
05/16/2022,"115.02","116.02","113.76","114.26","10,146,156"
05/13/2022,"112.61","116.85","111.89","116.13","13,530,916"
05/12/2022,"108.63","111.44","107.61","110.35","15,976,848"
05/11/2022,"112.20","114.85","109.64","109.83","18,200,422"
05/10/2022,"113.81","115.13","110.74","113.30","19,597,750"
05/09/2022,"113.82","115.09","109.95","110.45","18,250,888"
05/06/2022,"116.55","118.92","114.21","116.34","19,808,446"
05/05/2022,"121.27","121.40","115.88","117.54","15,564,104"
05/04/2022,"120.00","123.60","116.23","123.33","20,898,440"
05/03/2022,"117.86","120.01","117.06","119.24","10,625,340"
05/02/2022,"114.95","118.36","113.87","118.27","16,399,270"
04/29/2022,"117.97","120.60","114.72","114.93","14,487,858"
04/28/2022,"116.21","121.34","114.84","120.25","19,096,916"
04/27/2022,"112.98","116.48","112.90","113.76","14,756,400"
04/26/2022,"118.16","118.30","114.31","114.31","18,289,042"
04/25/2022,"116.58","119.40","116.20","119.40","19,083,130"
04/22/2022,"119.98","120.72","117.27","117.37","14,250,910"
04/21/2022,"125.02","126.38","119.59","120.12","18,008,966"
04/20/2022,"125.79","126.64","123.08","123.51","13,034,518"
04/19/2022,"120.47","123.89","119.96","123.73","13,227,872"
04/18/2022,"118.61","122.17","118.55","121.15","14,242,974"
04/14/2022,"123.49","123.61","119.08","119.11","15,282,074"
04/13/2022,"121.15","123.86","120.39","122.85","16,482,890"
04/12/2022,"123.07","124.06","119.61","120.00","21,096,820"
04/11/2022,"121.63","122.35","120.47","120.65","15,627,808"
04/08/2022,"125.72","125.72","123.21","123.43","13,650,922"
04/07/2022,"125.86","127.62","124.06","126.43","15,147,020"
04/06/2022,"126.38","128.45","124.98","126.41","22,542,740"
04/05/2022,"133.97","134.05","128.71","129.08","22,220,320"
04/04/2022,"133.04","135.09","132.62","134.90","11,604,484"
04/01/2022,"135.40","135.89","130.80","132.71","15,469,994"
03/31/2022,"137.38","138.38","134.57","134.90","15,526,604"
03/30/2022,"140.98","141.33","136.91","137.69","14,507,870"
03/29/2022,"141.22","142.21","139.16","141.80","14,346,016"
03/28/2022,"136.66","138.73","135.04","138.67","13,225,150"
03/25/2022,"138.05","138.25","135.45","137.67","11,025,950"
03/24/2022,"133.41","138.26","132.60","138.24","16,911,530"
03/23/2022,"133.90","135.58","131.75","131.83","15,410,946"
03/22/2022,"134.30","136.70","133.97","135.21","11,647,258"
03/21/2022,"134.21","135.29","131.92","134.28","13,897,106"
03/18/2022,"130.64","135.02","130.14","134.60","16,140,452"
03/17/2022,"129.64","131.75","128.56","131.75","13,429,258"
03/16/2022,"126.59","130.93","125.43","130.93","23,147,480"
03/15/2022,"120.46","124.68","119.57","124.35","20,833,760"
03/14/2022,"122.78","123.42","118.66","119.35","23,371,360"
03/11/2022,"127.60","127.84","122.78","122.90","14,765,150"
03/10/2022,"126.12","126.30","123.35","125.72","14,997,820"
03/09/2022,"127.44","129.35","125.83","128.50","13,344,784"
03/08/2022,"121.51","127.59","119.83","123.15","25,880,760"
03/07/2022,"127.86","128.78","121.26","121.32","17,728,520"
03/04/2022,"129.78","130.78","126.15","127.68","16,157,950"
03/03/2022,"134.52","134.57","130.40","131.21","16,515,254"
03/02/2022,"130.82","134.81","130.49","134.10","16,573,532"
03/01/2022,"133.62","134.53","128.56","129.85","16,570,968"
02/28/2022,"133.23","135.43","131.49","134.08","17,840,222"
02/25/2022,"133.27","135.29","131.41","135.24","17,730,994"
02/24/2022,"123.97","133.40","123.38","133.38","21,510,120"
02/23/2022,"133.88","134.89","128.60","128.96","15,235,758"
02/22/2022,"131.15","134.85","129.77","131.72","17,874,714"
02/18/2022,"134.57","134.81","130.85","132.63","17,236,446"
02/17/2022,"137.98","138.16","134.00","134.12","15,832,920"
02/16/2022,"137.99","140.09","136.62","139.72","10,021,054"
02/15/2022,"135.51","139.91","135.09","139.74","12,811,954"
02/14/2022,"133.07","135.33","130.88","132.54","15,577,514"
02/11/2022,"140.00","141.01","131.79","132.63","23,369,820"
02/10/2022,"140.93","145.18","139.15","139.81","16,619,528"
02/09/2022,"141.40","144.15","139.61","144.13","20,297,300"
02/08/2022,"135.59","139.70","135.27","139.28","10,124,730"
02/07/2022,"136.89","138.47","135.84","136.48","10,319,748"
02/04/2022,"134.97","137.43","133.24","136.27","9,879,192"
02/03/2022,"138.32","140.28","135.00","135.53","16,690,676"
02/02/2022,"141.33","142.02","139.00","141.82","11,819,470"
02/01/2022,"138.65","138.75","135.11","138.29","11,685,468"
01/31/2022,"131.73","137.70","130.97","137.70","14,468,818"
01/28/2022,"128.21","131.04","124.68","130.85","21,911,400"
01/27/2022,"135.42","135.70","127.97","128.35","22,095,940"
01/26/2022,"136.23","139.45","131.95","134.07","20,527,300"
01/25/2022,"133.72","135.37","131.43","132.17","16,935,304"
01/24/2022,"133.10","137.70","128.62","137.62","25,145,520"
01/21/2022,"137.50","141.00","135.76","135.88","26,521,860"
01/20/2022,"143.72","144.79","138.17","138.18","16,708,752"
01/19/2022,"147.95","148.85","142.45","142.54","17,538,948"
01/18/2022,"150.86","150.90","146.30","146.59","12,516,500"
01/14/2022,"149.24","153.70","148.94","153.46","11,727,272"
01/13/2022,"156.00","157.41","149.85","150.27","16,958,554"
01/12/2022,"152.92","154.20","151.32","152.93","11,784,508"
01/11/2022,"148.24","151.79","147.09","151.64","9,940,172"
01/10/2022,"146.50","148.88","143.87","148.64","14,787,890"
01/07/2022,"152.81","153.31","148.10","148.45","13,858,846"
01/06/2022,"151.47","153.76","149.89","153.10","13,102,394"
01/05/2022,"155.76","156.94","151.51","151.60","16,288,398"
01/04/2022,"158.50","159.35","153.59","156.98","11,485,510"
01/03/2022,"155.65","157.85","155.22","157.80","7,155,196"
12/31/2021,"155.01","156.02","154.36","154.40","2,929,872"
12/30/2021,"156.53","157.01","154.64","154.92","5,910,694"
12/29/2021,"156.55","157.78","155.74","156.70","6,252,326"
12/28/2021,"158.92","158.96","155.95","156.72","5,077,778"
12/27/2021,"154.66","158.34","154.54","158.28","6,443,456"
12/23/2021,"153.24","155.19","153.07","154.13","4,795,644"
12/22/2021,"150.03","152.82","149.72","152.82","5,102,960"
12/21/2021,"148.86","151.16","146.82","151.02","9,070,928"
12/20/2021,"144.95","146.75","144.07","145.76","11,102,030"
12/17/2021,"147.03","150.03","146.66","147.65","11,279,234"
12/16/2021,"155.84","156.18","147.56","148.34","14,412,322"
12/15/2021,"149.08","155.19","147.80","155.08","10,836,802"
12/14/2021,"147.87","149.74","146.82","148.92","8,492,168"
12/13/2021,"154.32","154.47","149.55","149.79","7,499,666"
12/10/2021,"155.56","155.88","152.20","153.78","7,072,730"
12/09/2021,"155.55","157.11","152.67","152.81","6,494,388"
12/08/2021,"156.42","156.92","155.00","156.60","7,148,452"
12/07/2021,"153.50","157.71","153.50","157.28","11,288,902"
12/06/2021,"149.79","150.70","145.26","150.00","10,211,928"
12/03/2021,"153.38","154.72","148.77","150.58","13,547,548"
12/02/2021,"150.25","153.59","149.57","152.31","12,560,070"
12/01/2021,"155.33","157.79","151.78","151.91","14,237,264"
11/30/2021,"155.07","156.39","151.30","152.45","13,931,408"
11/29/2021,"152.26","155.87","151.54","155.71","9,032,744"
11/26/2021,"151.32","152.72","148.95","149.70","6,732,680"
11/24/2021,"151.17","154.25","149.74","154.17","7,165,204"
11/23/2021,"152.94","154.32","149.99","152.63","10,522,354"
11/22/2021,"156.80","159.41","153.64","153.75","10,941,090"
11/19/2021,"154.82","157.04","154.44","156.10","6,666,182"
11/18/2021,"154.91","155.82","153.57","155.12","7,604,440"
11/17/2021,"152.35","152.73","150.83","151.40","5,819,198"
11/16/2021,"149.95","152.53","149.39","152.30","4,880,342"
11/15/2021,"151.55","151.55","148.84","150.35","5,636,916"
11/12/2021,"149.52","151.16","148.62","150.55","5,272,182"
11/11/2021,"148.75","149.45","147.72","149.04","5,640,278"
11/10/2021,"148.19","150.16","145.78","146.40","10,610,902"
